Customer_ID,Age,Tenure_Months,Account_Balance,Monthly_Income,Previous_Month_Transactions,Current_Month_Transactions,Digital_Login_Frequency,UPI_Transactions,Card_Usage_Frequency,Loan_Active,Investment_Active,Complaint_Count,Days_Since_Last_Login,Salary_Account,Auto_Debit_Active,Churn,Transaction_Drop_Ratio,Digital_Engagement_Score,Inactivity_Score,Complaint_Risk_Score,Product_Adoption_Score,Balance_to_Income_Ratio
CUST100017,39,29,485353,191355,83,80,22,35,3,1,1,0,56,1,0,0,0.03571428571428571,23.400000000000002,0.4666666666666667,0.0,3,2.5363876753276617
CUST100018,19,13,265395,96326,30,61,17,53,46,0,0,0,25,0,0,0,0.0,37.2,0.20833333333333334,0.0,0,2.7551465321249493
CUST100019,41,2,964221,158277,69,12,31,46,24,1,0,0,14,1,0,0,0.8142857142857143,35.60000000000001,0.11666666666666667,0.0,2,6.09194581685389
CUST100020,61,29,886540,135243,8,43,32,31,10,1,0,1,102,0,0,0,0.0,27.200000000000003,0.85,0.125,1,6.555115199195528
CUST100021,47,27,683387,235946,33,46,27,52,49,0,1,0,62,0,1,0,0.0,41.400000000000006,0.5166666666666667,0.0,2,2.896358080416365
CUST100022,55,50,98382,27748,5,63,15,31,47,1,1,1,34,0,1,0,0.0,27.799999999999997,0.2833333333333333,0.125,3,3.5454250603625357
CUST100023,19,95,480767,167169,54,52,15,61,41,0,0,3,10,1,0,0,0.03636363636363636,38.6,0.08333333333333333,0.375,1,2.8759167314709577
CUST100024,38,151,10583,149164,15,89,17,36,11,1,0,1,72,1,1,0,0.0,23.400000000000002,0.6,0.125,3,0.0709482787517179
CUST100025,50,88,575675,68311,78,76,7,37,12,0,0,0,105,1,0,1,0.02531645569620253,20.0,0.875,0.0,1,8.427143108092283
CUST100026,29,44,286248,37692,63,75,15,29,8,0,1,2,86,1,0,0,0.0,19.200000000000003,0.7166666666666667,0.25,2,7.594195208659433
CUST100027,39,22,537512,139954,66,43,10,57,44,0,0,3,67,0,0,1,0.34328358208955223,35.6,0.5583333333333333,0.375,0,3.8406059090421922
CUST100028,61,171,848056,169934,85,27,5,31,37,0,1,1,93,0,1,1,0.6744186046511628,21.8,0.775,0.125,2,4.990472827845941
CUST100029,42,165,450274,145035,40,1,0,65,5,0,1,1,91,1,0,1,0.9512195121951219,27.0,0.7583333333333333,0.125,2,3.1045671419509637
CUST100030,66,97,891752,236468,60,56,11,50,42,1,1,2,88,1,0,1,0.06557377049180328,32.8,0.7333333333333333,0.25,3,3.771115875653891
CUST100031,44,3,228444,94507,25,56,27,10,42,1,0,1,85,0,0,0,0.0,23.200000000000003,0.7083333333333334,0.125,1,2.417192195369704
CUST100032,59,118,947803,95152,17,33,16,58,9,1,0,0,88,1,0,1,0.0,31.400000000000002,0.7333333333333333,0.0,2,9.960831502947883
CUST100033,45,19,341716,216541,13,86,0,19,22,0,0,4,115,0,1,1,0.0,12.0,0.9583333333333334,0.5,1,1.578058759963425
CUST100034,33,23,872901,19926,15,57,31,36,14,1,1,2,89,0,1,0,0.0,29.6,0.7416666666666667,0.25,3,43.804938023786825
CUST100035,32,157,865360,237371,79,51,7,72,44,0,1,2,49,1,1,0,0.35,40.400000000000006,0.4083333333333333,0.25,3,3.6455858315218306
CUST100036,64,30,467690,18969,74,28,23,48,22,1,0,1,28,1,1,0,0.6133333333333333,32.800000000000004,0.23333333333333334,0.125,3,24.65419082762256
CUST100037,68,39,267285,50733,5,34,9,18,39,0,0,1,109,0,1,1,0.0,18.6,0.9083333333333333,0.125,1,5.268360468324989
CUST100038,61,108,679710,84855,74,74,9,54,36,0,1,2,63,0,0,0,0.0,32.400000000000006,0.525,0.25,1,8.010158385971529
CUST100039,69,111,469298,56743,81,47,24,39,33,1,0,2,40,1,0,1,0.4146341463414634,31.800000000000004,0.3333333333333333,0.25,2,8.270442689976033
CUST100040,20,25,858303,145193,60,32,9,6,15,1,0,1,95,1,0,1,0.45901639344262296,9.0,0.7916666666666666,0.125,2,5.911421959585107
CUST100041,54,128,137149,185948,35,74,18,4,44,1,1,2,25,1,0,0,0.0,17.6,0.20833333333333334,0.25,3,0.7375624499190638
CUST100042,68,111,571303,122445,41,72,14,41,40,1,0,0,27,1,0,0,0.0,30.000000000000004,0.225,0.0,2,4.665754700031034
CUST100043,24,136,989651,35323,51,77,15,47,46,0,1,1,83,0,0,0,0.0,34.0,0.6916666666666667,0.125,1,28.01639112218322
CUST100044,38,106,977684,31428,82,8,1,6,31,1,1,0,47,1,0,1,0.891566265060241,9.0,0.39166666666666666,0.0,3,31.107703076776225
CUST100045,26,144,172929,49578,51,47,28,10,37,0,1,1,65,1,0,0,0.07692307692307693,22.6,0.5416666666666666,0.125,2,3.4879485265939207
CUST100046,56,72,757556,101486,73,66,3,72,39,0,0,0,22,0,1,0,0.0945945945945946,37.8,0.18333333333333332,0.0,1,7.464561963601249
CUST100047,35,129,191912,79140,62,82,28,48,45,0,0,2,38,0,0,0,0.0,39.400000000000006,0.31666666666666665,0.25,0,2.4249377692978356
CUST100048,21,108,847334,122325,40,35,30,29,4,0,0,2,68,0,0,0,0.12195121951219512,24.400000000000002,0.5666666666666667,0.25,0,6.926851200889427
CUST100049,42,5,6577,98829,36,70,16,40,16,1,0,0,20,1,1,0,0.0,25.599999999999998,0.16666666666666666,0.0,3,0.06654861884043306
CUST100050,31,3,807434,21364,68,43,9,2,21,0,1,1,119,1,0,1,0.36231884057971014,8.600000000000001,0.9916666666666667,0.125,2,37.79237069974257
CUST100051,67,132,51711,143867,75,81,26,39,38,0,1,2,85,1,0,0,0.0,33.6,0.7083333333333334,0.25,2,0.3594336475102177
CUST100052,26,104,564739,181421,46,59,14,50,40,0,0,2,48,1,0,0,0.0,33.6,0.4,0.25,1,3.112847394472556
CUST100053,43,64,494027,146763,52,62,30,31,47,0,1,0,74,0,1,0,0.0,33.8,0.6166666666666667,0.0,2,3.3661320214766564
CUST100054,19,106,705463,110598,78,4,20,47,17,1,1,1,93,1,1,1,0.9367088607594937,30.200000000000003,0.775,0.125,4,6.378565809817449
CUST100055,37,98,422863,212539,85,86,25,70,27,1,0,0,91,0,1,0,0.0,43.4,0.7583333333333333,0.0,2,1.9895690223016844
CUST100056,45,10,560119,191968,34,85,16,70,12,0,0,1,35,0,0,0,0.0,36.8,0.2916666666666667,0.125,0,2.9177575546051706
CUST100057,64,149,250402,72062,25,89,2,19,49,0,0,1,80,1,0,1,0.0,18.200000000000003,0.6666666666666666,0.125,1,3.4747651360615017
CUST100058,24,128,756664,243338,64,75,13,34,41,0,1,4,84,0,0,1,0.0,27.0,0.7,0.5,1,3.1095056690460634
CUST100059,61,46,883930,225834,17,39,12,23,0,1,0,1,36,1,1,0,0.0,14.000000000000002,0.3,0.125,3,3.9140522948170124
CUST100060,25,155,916381,159933,5,18,26,39,49,0,1,1,99,1,1,0,0.0,35.8,0.825,0.125,3,5.729744769717509
CUST100061,64,66,245942,242909,69,46,0,76,18,0,0,2,88,1,0,1,0.32857142857142857,34.0,0.7333333333333333,0.25,1,1.0124819892141121
CUST100062,52,169,96119,103302,37,64,16,51,33,1,1,0,87,0,1,0,0.0,33.400000000000006,0.725,0.0,3,0.930457005120858
CUST100063,31,112,854262,247782,42,66,33,38,3,0,0,0,93,1,0,0,0.0,29.000000000000004,0.775,0.0,1,3.447621507528765
CUST100064,34,13,343776,78928,29,17,13,67,42,1,1,1,41,1,1,0,0.4,40.4,0.3416666666666667,0.125,4,4.355509381849511
CUST100065,53,137,824265,229303,30,49,16,60,2,0,1,1,61,1,1,0,0.0,30.799999999999997,0.5083333333333333,0.125,3,3.594638558420263
CUST100066,67,164,768754,56347,81,29,2,75,40,1,0,1,98,1,0,1,0.6341463414634146,38.8,0.8166666666666667,0.125,2,13.642968694541066
CUST100067,57,86,749224,18121,63,65,33,64,9,0,1,1,84,1,1,0,0.0,40.6,0.7,0.125,3,41.34333958724203
CUST100068,21,90,811830,98793,37,4,24,61,27,0,1,2,5,0,0,0,0.868421052631579,39.4,0.041666666666666664,0.25,1,8.217401866510112
CUST100069,19,58,586842,43164,45,41,1,1,33,0,1,0,84,1,0,0,0.08695652173913043,7.4,0.7,0.0,2,13.595320282636395
CUST100070,23,54,51755,40491,34,83,33,5,38,1,0,1,7,1,1,0,0.0,22.8,0.058333333333333334,0.125,3,1.2781537093746913
CUST100071,59,12,936210,74222,61,4,25,74,46,1,0,0,68,1,0,0,0.9193548387096774,48.800000000000004,0.5666666666666667,0.0,2,12.61347560729154
CUST100072,21,14,154412,169237,53,49,30,42,18,0,1,1,39,1,0,0,0.07407407407407407,32.4,0.325,0.125,2,0.9123955612805634
CUST100073,46,121,852426,18748,52,84,8,39,41,1,1,0,9,0,1,0,0.0,27.0,0.075,0.0,3,45.46514480772308
CUST100074,35,162,589172,244653,76,57,29,38,45,1,0,1,30,0,1,0,0.24675324675324675,35.800000000000004,0.25,0.125,2,2.4081846199122023
CUST100075,43,121,871793,41553,53,78,19,27,35,1,1,1,29,1,0,0,0.0,25.400000000000002,0.24166666666666667,0.125,3,20.97976127448621
CUST100076,61,20,542770,131547,51,83,20,79,42,1,0,2,50,0,0,0,0.0,48.0,0.4166666666666667,0.25,1,4.126022440478001
CUST100077,51,75,55225,75380,60,7,28,62,2,0,1,2,84,0,1,0,0.8688524590163934,36.4,0.7,0.25,2,0.7326116660696993
CUST100078,27,144,190921,59331,69,30,24,63,22,1,0,2,35,0,0,0,0.5571428571428572,39.2,0.2916666666666667,0.25,1,3.2178419739769435
CUST100079,53,70,600142,242105,16,11,24,11,16,0,0,1,60,0,1,1,0.29411764705882354,17.200000000000003,0.5,0.125,1,2.4788398470091613
CUST100080,31,56,566544,242916,73,20,8,40,6,0,0,0,26,1,0,1,0.7162162162162162,20.4,0.21666666666666667,0.0,1,2.3322534034258613
CUST100081,48,101,241617,135617,10,61,25,28,25,0,0,2,101,1,0,1,0.0,26.200000000000003,0.8416666666666667,0.25,1,1.781599787638809
CUST100082,65,132,109721,54560,69,89,15,22,42,1,0,1,34,0,0,0,0.0,23.200000000000003,0.2833333333333333,0.125,1,2.0109785377833984
CUST100083,32,111,606398,68865,29,32,11,79,17,1,0,3,59,1,0,0,0.0,39.4,0.49166666666666664,0.375,2,8.80547730374931
CUST100084,25,125,114606,192758,5,25,23,50,45,1,0,0,31,0,1,0,0.0,38.2,0.25833333333333336,0.0,2,0.5945558962227445
CUST100085,31,132,539938,90910,36,89,25,44,45,1,0,0,89,1,0,0,0.0,36.6,0.7416666666666667,0.0,2,5.939193276941184
CUST100086,40,20,178190,150747,7,39,19,21,5,1,1,1,3,0,0,0,0.0,17.0,0.025,0.125,2,1.1820388993552153
CUST100087,57,138,29930,212778,53,64,8,9,30,0,0,3,90,1,1,1,0.0,12.8,0.75,0.375,2,0.1406623773962656
CUST100088,38,24,742067,92986,23,58,22,6,28,0,0,0,99,0,0,1,0.0,16.8,0.825,0.0,0,7.980330583845054
CUST100089,33,154,261102,222288,64,14,28,72,8,0,1,1,100,1,0,1,0.7692307692307693,41.6,0.8333333333333334,0.125,2,1.1746060308877182
CUST100090,62,37,363544,25068,33,0,30,14,34,0,1,2,26,1,0,0,0.9705882352941176,24.400000000000002,0.21666666666666667,0.25,2,14.501735210818142
CUST100091,35,54,274945,69460,54,10,18,76,16,0,1,0,46,1,0,0,0.8,40.800000000000004,0.38333333333333336,0.0,2,3.9582643497790126
CUST100092,64,103,576648,115766,6,54,19,45,11,0,0,2,111,0,0,1,0.0,27.8,0.925,0.25,0,4.981108606079452
CUST100093,41,149,875340,61418,77,1,22,60,35,1,1,3,5,1,0,0,0.9743589743589743,39.8,0.041666666666666664,0.375,3,14.251941581595272
CUST100094,43,38,148631,41206,60,64,26,60,47,1,1,1,81,0,0,0,0.0,43.8,0.675,0.125,2,3.606935714805737
CUST100095,42,174,295478,143180,21,43,29,50,23,0,0,2,25,1,1,0,0.0,36.2,0.20833333333333334,0.25,2,2.0636676654025323
CUST100096,62,4,237545,15287,64,15,20,37,9,1,1,1,107,0,0,1,0.7538461538461538,24.6,0.8916666666666667,0.125,2,15.538003663003662
CUST100097,58,57,14288,37337,40,21,34,11,29,0,0,0,23,1,1,0,0.4634146341463415,23.8,0.19166666666666668,0.0,2,0.3826664524077347
CUST100098,46,173,678758,166738,65,17,6,76,28,1,0,1,115,0,1,1,0.7272727272727273,38.400000000000006,0.9583333333333334,0.125,2,4.070781280924079
CUST100099,32,20,208302,147233,21,46,21,65,38,0,0,1,70,1,0,0,0.0,42.0,0.5833333333333334,0.125,1,1.4147683279677248
CUST100100,62,17,799623,115667,53,80,9,53,9,0,1,1,118,1,0,1,0.0,26.600000000000005,0.9833333333333333,0.125,2,6.913087457205104
CUST100101,18,119,281195,105071,80,29,22,38,38,1,0,0,43,1,0,0,0.6296296296296297,31.6,0.35833333333333334,0.0,2,2.6762125019034566
CUST100102,42,71,62715,113064,64,9,14,75,27,0,0,1,13,1,0,0,0.8461538461538461,41.0,0.10833333333333334,0.125,1,0.5546809357449255
CUST100103,24,4,11737,184823,24,57,29,38,17,0,0,0,12,0,1,0,0.0,30.200000000000003,0.1,0.0,1,0.06350365753365364
CUST100104,26,14,590428,228135,54,61,33,77,40,0,0,1,25,0,1,0,0.0,52.0,0.20833333333333334,0.125,1,2.5880527404705966
CUST100105,41,3,681611,121511,7,84,12,29,49,1,0,2,42,0,1,0,0.0,26.200000000000003,0.35,0.25,2,5.609413062084403
CUST100106,18,80,183047,235461,47,79,3,47,16,1,0,0,42,1,1,0,0.0,23.2,0.35,0.0,3,0.7773950786114108
CUST100107,61,55,268291,160830,61,5,17,30,10,0,0,2,65,1,0,1,0.9032258064516129,20.8,0.5416666666666666,0.25,1,1.6681547711573017
CUST100108,25,132,575796,211852,54,66,22,24,0,1,1,0,109,1,0,1,0.0,18.400000000000002,0.9083333333333333,0.0,3,2.7179034519218517
CUST100109,41,120,315368,18178,72,40,32,67,16,0,0,0,110,0,0,0,0.4383561643835616,42.800000000000004,0.9166666666666666,0.0,0,17.347928928983993
CUST100110,28,24,282787,46831,85,42,33,50,35,0,0,0,86,1,1,0,0.5,40.2,0.7166666666666667,0.0,2,6.038328493337889
CUST100111,68,162,302111,148248,54,84,33,12,35,0,0,0,27,1,1,0,0.0,25.0,0.225,0.0,2,2.0378619754602054
CUST100112,34,158,104535,118306,41,76,34,62,45,1,0,0,0,1,0,0,0.0,47.400000000000006,0.0,0.0,2,0.8835909963062203
CUST100113,25,82,828165,179726,50,17,16,41,8,0,0,1,95,1,0,1,0.6470588235294118,24.400000000000006,0.7916666666666666,0.125,1,4.607905323073328
CUST100114,52,147,297952,172699,46,57,27,53,44,0,0,1,11,0,0,0,0.0,40.8,0.09166666666666666,0.125,0,1.7252576722640416
CUST100115,52,159,513438,198622,19,59,13,66,27,0,1,1,109,0,1,0,0.0,37.0,0.9083333333333333,0.125,2,2.5849876399007163
CUST100116,50,60,723648,127025,37,87,33,79,47,0,0,2,49,0,1,0,0.0,54.2,0.4083333333333333,0.25,1,5.696849463889283
CUST100117,22,147,584247,190982,84,26,10,55,32,1,0,0,52,1,0,1,0.6823529411764706,32.4,0.43333333333333335,0.0,2,3.059157097752156
CUST100118,59,49,396065,105417,15,67,12,18,2,0,0,1,119,1,0,1,0.0,12.4,0.9916666666666667,0.125,1,3.757090819404656
CUST100119,56,63,331322,204323,24,21,32,45,7,0,1,4,59,0,0,0,0.12,32.2,0.49166666666666664,0.5,1,1.6215520447916054
CUST100120,58,110,723496,181494,28,23,1,14,49,0,1,1,54,0,0,0,0.1724137931034483,15.8,0.45,0.125,1,3.986313672552963
CUST100121,45,150,192812,26984,68,39,33,31,5,0,0,3,34,0,1,0,0.42028985507246375,26.6,0.2833333333333333,0.375,1,7.1451547155827315
CUST100122,24,152,113255,104312,84,73,28,48,5,1,0,1,60,1,0,0,0.12941176470588237,31.400000000000006,0.5,0.125,2,1.0857227766433715
CUST100123,26,109,611610,207458,69,65,3,20,28,0,1,2,25,0,1,0,0.05714285714285714,14.8,0.20833333333333334,0.25,2,2.9481005885500267
CUST100124,25,76,831997,98291,77,39,11,64,36,0,0,3,30,0,0,0,0.48717948717948717,37.2,0.25,0.375,0,8.464544418670899
CUST100125,29,30,938687,22135,80,5,25,69,11,0,0,0,56,0,0,0,0.9259259259259259,39.800000000000004,0.4666666666666667,0.0,0,42.40544813877846
CUST100126,51,58,509522,15320,21,17,27,26,8,0,0,2,11,0,0,0,0.18181818181818182,22.800000000000004,0.09166666666666666,0.25,0,33.25644540173618
CUST100127,50,117,2132,249030,65,80,2,22,40,1,0,4,92,1,1,1,0.0,17.6,0.7666666666666667,0.5,3,0.008561183145873405
CUST100128,65,159,694619,240243,19,86,19,46,48,1,1,1,4,1,1,0,0.0,35.60000000000001,0.03333333333333333,0.125,4,2.8913063385558018
CUST100129,40,100,752972,167756,55,29,9,11,18,0,1,1,98,0,0,1,0.4642857142857143,11.6,0.8166666666666667,0.125,1,4.488468439468994
CUST100130,41,19,851100,201985,31,20,17,65,16,0,1,3,6,1,0,0,0.34375,36.0,0.05,0.375,2,4.213658372362441
CUST100131,54,176,260427,103774,78,61,26,4,47,1,0,0,15,0,0,0,0.21518987341772153,21.4,0.125,0.0,1,2.509535051794748
CUST100132,52,173,432779,167961,65,9,30,8,43,1,0,1,95,1,0,1,0.8484848484848485,23.799999999999997,0.7916666666666666,0.125,2,2.5766482894940523
CUST100133,61,94,486443,241921,62,12,26,19,31,0,0,2,51,0,1,0,0.7936507936507936,24.2,0.425,0.25,1,2.0107431320838947
CUST100134,57,113,634123,113071,35,75,0,62,34,1,1,2,80,0,0,1,0.0,31.6,0.6666666666666666,0.25,2,5.608134639875478
CUST100135,39,146,143003,194971,16,8,5,71,13,1,1,3,20,1,0,0,0.47058823529411764,33.0,0.16666666666666666,0.375,3,0.733454034425456
CUST100136,44,63,783516,156842,50,67,10,72,48,0,0,2,26,0,1,0,0.0,42.4,0.21666666666666667,0.25,1,4.995543314014651
CUST100137,52,116,598457,185393,35,38,33,70,15,0,0,2,103,0,0,0,0.0,44.2,0.8583333333333333,0.25,0,3.228027875767285
CUST100138,18,113,261529,232034,36,23,19,29,20,1,0,1,110,1,0,1,0.35135135135135137,23.200000000000003,0.9166666666666666,0.125,2,1.1271101342469887
CUST100139,52,47,444855,124863,36,33,20,15,11,0,1,0,115,1,0,1,0.08108108108108109,16.2,0.9583333333333334,0.0,2,3.5627162352639674
CUST100140,54,57,254608,56777,57,60,20,4,23,1,0,1,78,1,1,0,0.0,14.2,0.65,0.125,3,4.484272077213005
CUST100141,64,118,759673,61250,65,40,17,28,33,1,0,0,22,1,1,0,0.3787878787878788,24.6,0.18333333333333332,0.0,3,12.402621998008195
CUST100142,31,45,715261,88034,50,4,20,46,7,1,0,1,71,1,0,1,0.9019607843137255,27.8,0.5916666666666667,0.125,2,8.124734480604305
CUST100143,20,161,625705,119940,89,78,18,21,43,0,0,4,24,1,1,0,0.12222222222222222,24.200000000000003,0.2,0.5,2,5.216773246846366
CUST100144,18,145,526332,55130,78,49,3,77,20,0,1,0,10,1,0,0,0.3670886075949367,36.0,0.08333333333333333,0.0,2,9.546933667083854
CUST100145,22,4,178763,228003,84,3,12,56,47,0,1,1,62,1,1,0,0.9529411764705882,36.6,0.5166666666666667,0.125,3,0.7840344906229715
CUST100146,43,148,232807,195418,11,50,17,34,7,1,1,1,56,0,1,0,0.0,21.8,0.4666666666666667,0.125,3,1.1913222358112567
CUST100147,31,47,25363,148609,8,51,28,59,27,1,1,1,84,0,1,0,0.0,40.2,0.7,0.125,3,0.17066819191171523
CUST100148,56,143,309838,230834,56,38,24,69,15,1,0,1,53,0,1,0,0.3157894736842105,40.2,0.44166666666666665,0.125,2,1.3422487924274915
CUST100149,44,47,395798,30216,35,7,12,59,9,0,0,0,118,0,0,1,0.7777777777777778,30.200000000000003,0.9833333333333333,0.0,0,13.098520700268061
CUST100150,26,78,998414,99149,79,44,26,57,14,1,0,4,9,1,1,0,0.4375,36.0,0.075,0.5,3,10.069732728189612
CUST100151,32,124,985348,18009,88,87,18,2,3,1,1,1,49,0,1,0,0.011235955056179775,8.6,0.4083333333333333,0.125,3,54.71116046640755
CUST100152,32,75,808733,104904,40,27,0,33,25,0,0,0,72,0,0,1,0.3170731707317073,18.200000000000003,0.6,0.0,0,7.709194032696249
CUST100153,43,103,337473,175399,58,26,18,44,14,0,1,1,111,0,1,0,0.5423728813559322,27.6,0.925,0.125,2,1.9240193842645381
CUST100154,59,137,2620,160281,58,64,0,49,35,1,0,1,0,0,1,0,0.0,26.6,0.0,0.125,2,0.016346189840406283
CUST100155,30,90,325368,194515,21,33,16,1,31,1,0,0,85,1,0,1,0.0,13.0,0.7083333333333334,0.0,2,1.6727055872010528
CUST100156,68,144,450871,30029,79,80,20,14,42,1,1,1,69,1,0,0,0.0,22.0,0.575,0.125,3,15.014019314019315
CUST100157,49,69,96419,213685,34,61,21,36,37,0,1,1,29,1,1,0,0.0,30.200000000000003,0.24166666666666667,0.125,3,0.45121814250816616
CUST100158,56,61,693894,225515,26,61,14,14,3,0,0,2,54,0,1,0,0.0,11.8,0.45,0.25,1,3.0769169371574523
CUST100159,66,138,907482,203069,47,37,31,59,40,1,0,1,97,1,1,0,0.20833333333333334,44.0,0.8083333333333333,0.125,3,4.4688137095582805
CUST100160,69,50,497712,117171,31,25,3,63,8,1,1,3,76,1,1,0,0.1875,28.000000000000004,0.6333333333333333,0.375,4,4.247704229679446
CUST100161,49,3,957894,129456,41,23,31,51,34,1,1,0,85,1,1,0,0.42857142857142855,39.60000000000001,0.7083333333333334,0.0,4,7.399321782522382
CUST100162,21,107,727989,77559,50,38,3,22,27,1,0,0,5,1,1,0,0.23529411764705882,15.4,0.041666666666666664,0.0,3,9.386139762764312
CUST100163,47,113,843288,79892,39,20,0,36,36,0,0,0,104,1,0,1,0.475,21.6,0.8666666666666667,0.0,1,10.55521760354474
CUST100164,54,94,181324,85409,8,46,32,40,46,1,0,0,109,1,1,0,0.0,38.0,0.9083333333333333,0.0,3,2.1229832572298326
CUST100165,40,118,318953,154707,84,47,6,56,8,0,0,1,23,1,0,1,0.43529411764705883,26.400000000000006,0.19166666666666668,0.125,1,2.0616451637924347
CUST100166,56,81,547547,48065,84,12,8,24,1,0,1,1,84,1,0,1,0.8470588235294118,13.0,0.7,0.125,2,11.391565763741522
CUST100167,62,109,21655,135544,89,2,0,36,2,0,0,6,102,1,0,1,0.9666666666666667,14.8,0.85,0.75,1,0.1597624405179092
CUST100168,32,51,951509,122340,30,31,15,39,43,1,0,2,86,1,0,1,0.0,30.200000000000003,0.7166666666666667,0.25,2,7.777515305580304
CUST100169,60,147,950133,48783,23,34,17,45,47,1,0,0,4,1,0,0,0.0,34.2,0.03333333333333333,0.0,2,19.476324204657264
CUST100170,46,170,942114,49152,85,18,5,59,4,0,0,3,6,0,0,1,0.7790697674418605,26.400000000000002,0.05,0.375,0,19.166968445466196
CUST100171,53,35,451400,73741,49,13,1,18,9,0,0,1,2,0,0,1,0.72,9.4,0.016666666666666666,0.125,0,6.121341976078761
CUST100172,30,46,22602,122049,30,47,8,8,27,1,0,1,118,1,0,1,0.0,11.8,0.9833333333333333,0.125,2,0.1851863990167964
CUST100173,49,154,873377,197574,26,85,3,68,14,0,0,1,12,0,0,1,0.0,31.200000000000003,0.1,0.125,0,4.420483360749083
CUST100174,24,69,667470,44092,62,80,22,4,13,1,0,0,53,1,1,0,0.0,13.0,0.44166666666666665,0.0,3,15.137776971401356
CUST100175,68,93,924577,163725,67,67,7,25,45,0,0,0,62,0,1,0,0.0,21.8,0.5166666666666667,0.0,1,5.647099422205392
CUST100176,39,64,888278,244071,32,44,24,18,22,0,0,1,75,0,1,0,0.0,21.200000000000003,0.625,0.125,1,3.6394096823888034
CUST100177,45,165,343962,245636,69,18,15,29,12,0,1,0,5,1,0,0,0.7285714285714285,20.0,0.041666666666666664,0.0,2,1.400285787564577
CUST100178,19,49,928699,186541,48,63,34,47,15,0,0,1,97,1,1,0,0.0,35.400000000000006,0.8083333333333333,0.125,2,4.9784981398291
CUST100179,59,149,526825,101483,47,65,16,15,29,0,0,1,78,1,0,0,0.0,18.200000000000003,0.65,0.125,1,5.19121240786725
CUST100180,62,74,411354,136585,41,78,17,70,39,0,0,1,46,0,0,0,0.0,42.599999999999994,0.38333333333333336,0.125,0,3.011684945748466
CUST100181,23,5,962832,74754,70,65,26,17,7,0,1,3,81,1,1,0,0.07042253521126761,18.6,0.675,0.375,3,12.879834124807704
CUST100182,45,100,781498,176050,21,74,14,55,16,0,1,3,54,0,1,0,0.0,30.8,0.45,0.375,2,4.439043231790788
CUST100183,45,70,702562,102592,44,44,16,20,29,1,0,2,48,0,1,0,0.0,20.200000000000003,0.4,0.25,2,6.848050061895061
